665387.613	554391.223
664663.524	557622.593
665823.685	551082.791
664283.945	557082.932
665131.703	556137.335
664815.128	557473.525
617898.796	563433.497
664758.141	562673.341
659053.809	563069.213
629785.366	571804.771
663317.14	565068.087
638705.002	566053.67
611532.237	571726.615
598541.457	557840.024
598027.757	557533.732
607033.584	555224.637
608905.333	561780.265
604779.191	560915.002
620617.931	572935.299
623044.348	576188.419
622476.467	578313.481
634666.553	604570.971
628865.178	602553.391
622813.434	574456.371
618048.466	585291.771
588332.242	593166.139
616099.976	605188.147
619120.154	607430.479
613890.35	590037.511
629946.063	593832.591
587166.826	551645.92
583480.126	548910.895
587912.7	557185.397
587696.73	546294.873
587318.561	553763.307
588032.385	547557.555
590938.554	573331.673
590733.072	551409.813
601875.48	559777.216
582241.582	558353.42
592201.942	558984.25
591951.757	552252.298
603561.422	573984.367
587035.242	558713.151
603793.626	540228.715
575758.29	541438.767
577619.121	561279.799
591670.42	557152.267
596328.357	547783.619
584887.954	519690.805
575265.024	573257.107
587089.383	538106.249
604552.004	547831.623
597642.06	543178.959
597181.989	575591.162
603512.82	576440.956
580437.318	578239.154
580045.951	578329.445
586423.559	586279.329
584836.673	585370.489
586055.217	581985.947
580390.817	584770.449
591652.073	578789.261
594818.882	586202.649
580921.652	579043.265
594856.439	579322.948
610374.387	574714.689
619561.987	574682.655
604792.536	574671.638
615870.96	574669.501
607979.324	574632.863
618507.275	574699.912
617280.746	563797.303
626345.137	570729.511
621392.84	558779.237
623165.871	557164.693
610650.286	537339.523
625244.505	573311.811
605535.66	546371.612
606885.585	572845.351
605836.444	565638.521
605859.223	555627.035
605907.019	546486.576
604924.815	547606.759
626522.374	572730.981
612831.314	573430.59
616906.071	574743.792
640390.345	574347
653999.08	572944.456
625771.518	572172.062
661247.028	570971.735
652425.357	571752.808
624563.633	571377.338
636004.752	570411.547
658774.564	571345.191
627219.095	570420.954
604418.684	571745.399
600630.764	572796.839
604562.768	571616.869
605497.697	571253.745
600103.749	570966.592
607152.699	575236.841
627495.89	587932.244
614926.467	593277.409
605853.944	582212.066
615104.111	587744.667
613868.524	587083.954
609487.268	591049.165
622358.182	598297.814
603997.386	597881.21
603601.841	594386.324
612158.44	602149.802
611828.121	594500.105
617557.719	595799.457
597964.015	578567.035
601926	586217.541
599676.683	578073.157
600022.101	595302.647
594599.768	592022.863
601391.696	578858.296
596503.877	572026.28
594049.931	569173.517
597013.98	570988.371
591893.283	571368.484
594277.722	571363.943
598141.45	569592.912
624233.768	560783.986
617284.011	571704.669
628399.364	565945.937
612017.115	566462.32
607464.772	560785.924
603023.391	560766.424
658492.266	559545.727
632893.926	566770.907
638371.074	595037.099
650236.649	572173.8
649468.097	561391.91
657333.945	559791.688
610351.205	600933.315
600361.114	596136.651
603238.765	581676.661
636104.334	581618.265
647991.265	570633.3
660015.337	601283.159
597746.078	579354.913
600819.34	576191.143
600675.322	565605.372
599199.965	564532.415
600546.247	565090.614
599785.436	576371.655
589657.007	573767.311
583522.642	581023.276
600352.774	577281.933
573935.594	577879.668
584242.71	571433.168
572965.382	579624.5
579749.766	564264.198
599673.17	570490.06
602968.258	566742.278
602916.535	569904.35
601383.682	569066.527
572832.307	563577.562
606348.84	573752.157
607000.697	571336.242
606681.705	565500.183
605874.619	571136.615
605748.264	567812.443
605239.28	570480.906
590748.76	571123.482
603562.467	570818.367
573350.19	573148.53
606260.26	573764.078
572036.73	572652.106
577988.497	574789.601
611702.527	522868.034
575727.522	522524.442
582231.749	556217.247
577242.834	542279.631
580048.404	564285.859
594408.595	534142.397
607756.135	554095.187
602009.674	538883.461
605300.641	556461.595
593147.103	558435.523
589937.127	534475.997
592540.81	544197.897
598329.324	562337.829
623724.809	554423.95
615707.96	563616.909
601860.917	561076.963
594954.832	573166.681
593576.435	563173.176
608097.228	503660.711
580176.086	501682.982
577189.329	503161.375
624519.716	510881.461
575128.576	536903.447
604052.506	523513.049
613379.706	560254.331
597860.382	555551.791
575006.92	506742.947
585881.451	532876.759
580782.531	515797.475
594295.615	569484.503
617584.159	551818.241
618221.812	561959.388
613327.794	561769.329
620812.589	564171.066
621247.915	557901.912
617200.237	557292.939
607117.156	567096.091
610126.037	563913.369
601743.662	569542.905
600469.536	567358.48
598363.864	556686.145
606614.245	568560.491
600546.803	587950.607
598755.412	598454.819
600120.963	589319.029
600087.383	584312.688
598885.723	580937.868
598020.166	571091.671
602369.168	594694.155
600750.947	574255.555
601930.743	599033.175
602774.911	593827.379
604005.661	557180.67
603820.921	585392.865
607339.495	551423.567
610495.324	552291.741
604753.455	553054.505
612737.943	551476.326
610807.642	553745.238
606479.239	553330.459
616512.39	550971.125
617092.152	551157.593
616160.396	551071.43
616296.224	551734.209
615944.795	551735.987
615679.114	551446.755
621641.977	572110.459
620952.037	557057.934
622390.626	555978.438
624976.645	573586.599
621690.864	564470.672
617760.775	556243.265
612131.388	571568.295
616816.254	579099.195
622341.791	572413.162
619323.881	574141.57
609799.326	573180.452
610694.466	572753.262
619188.275	565353.047
622682.581	562626.688
610425.737	562775.379
630232.224	561568.328
631073.401	558832.07
609469.149	562828.973
584980.814	562501.664
627823.677	584296.389
612808.63	601772.603
602334.382	588724.695
631802.46	621611.707
601955.158	583551.079
556969.057	584635.206
547147.751	600646.159
559403.845	618308.483
550491.941	593515.651
568798.663	616042.711
561445.165	591678.649
563747.19	577859.198
611918.656	577865.506
617418.944	577813.378
606629.232	578110.18
598083.931	577903.527
572616.054	578094.668
587945.839	620663.379
596788.125	607761.017
616302.484	590166.476
571800.142	611104.711
624597.486	619461.227
565006.79	600377.781
568315.394	587997.778
566458.739	612412.895
595288.95	592963.715
581391.36	616600.355
571515.337	584411.023
570609.096	594838.767
605185.964	559285.152
604979.439	572501.012
605276.536	563708.404
605073.71	569439.841
605031.636	558065.934
605225.387	556792.014
608517.731	575124.909
614323.277	571642.929
611749.611	580547.285
614466.232	566813.328
617616.856	588299.011
611469.703	575507.651
566193.208	618270.335
558119.847	616338.097
584194.545	596557.303
565900.105	631258.203
608871.861	637040.115
614285.917	620456.853
532712.189	582387.239
533883.503	559600.819
553391.244	595812.015
537281.971	635349.983
552133.175	582619.103
544571.412	614711.775
537340.952	516809.772
593045.483	559664.899
541839.387	514790.701
595326.419	533107.193
588725.624	517254.122
557049.164	522086.044
601486.468	588095.217
601930.187	599498.355
601880.941	587208.554
598635.955	613958.787
598817.124	577076.953
599504.17	589794.861
601421.802	599070.367
599988.883	598525.953
600872.77	591134.765
603085.497	608027.953
600828.172	593857.73
601263.992	611096.737
639777.895	584029.235
611366.372	577021.847
628202.138	583635.492
654042.076	589090.179
647177.992	583310.109
620889.547	573981.03
629611.692	577738.487
631847.659	599145.761
656944.134	578338.464
631470.907	586947.219
630414.889	577949.429
620464.687	593888.553
602385.447	610785.914
592162.114	624892.759
609522.254	602516.562
589845.647	610770.809
592860.611	628873.373
580070.826	616568.859
609599.326	598673.25
579985.92	615710.327
587501.615	614391.531
607452.015	599691.43
600977.899	618019.923
643618.539	603128.363
671570.659	582940.655
647690.52	563189.571
656460.681	587640.311
646344.647	539298.186
682771.23	574027.767
659565.282	545856.83
678065.776	550185.744
669436.094	566154.397
682367.658	539512.967
658606.376	563992.663
681514.637	571849.835
657612.263	566811.239
624944.021	572988.519
594675.253	569808.39
630432.929	563990.942
638498.964	566538.894
636093.303	572196.755
565717.659	566405.021
541268.917	562581.997
541663.564	551167.205
543561.506	556020.859
577757.494	547985.651
591533.294	560095.949
561134.437	555591.333
607066.492	550643.094
610121.157	559556.261
603261.598	548710.097
602098.096	568790.543
613253.849	562745.223
610586.97	557301.093
615129.642	545688.066
625996.022	554217.463
623858.756	561018.565
615369.69	546256.773
620158.538	562583.603
627500.456	546333.826
625200.197	553688.279
605572.111	567248.609
625309.538	551659.723
620421.181	547599.075
622564.421	564647.103
605320.207	568999.741
603167.92	535837.211
603648.644	535742.187
603346.756	519242.913
603649.404	545078.327
604021.277	507212.252
604141.959	544164.403
603191.258	528912.025
605349.34	500883.069
605422.331	518030.563
604537.765	527474.683
604178.101	511223.058
603553.891	505995.793
601450.694	529609.655
601709.171	532699.836
603282.586	531586.062
598699.117	529935.236
600924.75	529829.171
600915.962	532684.959
600642.634	549420.447
600817.497	544148.071
596262.482	552572.595
606731.92	542546.532
606820.222	548252.199
606166.795	543395.254
